id,name,username,created_at,description,public_metrics,verified
1784617018437545984,Tao Black,TaoBlackPhone,2024-04-28T16:13:53.000Z,Tao Black is the world's first Bittensor mobile phone. Join us! Community: https://t.co/nE4a3hPRlE,971,10
1515024567999160322,DomainPlug.io,domainplug_io,2022-04-15T17:49:51.000Z,Your Gateway to Unique Digital Assets... A product of @BloomLabsInc,5891,31
2518563752,anu,anuatluru,2014-05-23T19:57:23.000Z,"writer, product builder // MD // https://t.co/3uLARGPvIF",32542,293
818513652814843906,Senate Judiciary Committee,JudiciaryDems,2017-01-09T17:43:56.000Z,"News from the U.S. Senate Judiciary Committee, chaired by @SenatorDurbin, author of the Dream Act and Fair Sentencing Act, fighter for equal justice under law.",82437,720
1563922508541317121,pappachaga,pappachaga,2022-08-28T16:12:48.000Z,"behind @shoqanaw, @cigawrettepacks",1611,2
765241482974470144,Whitney Webb,_whitneywebb,2016-08-15T17:39:21.000Z,"Contributing editor of https://t.co/i6XvCQ62PW, author of One Nation Under Blackmail. Follow me on Nostr + other Twitter alternatives (see link tree below)",350987,2050
1448504801101115395,Ethereum Credit Guild,CreditGuild,2021-10-14T04:24:18.000Z,The first decentralized lending pool — lend and borrow without trusting an oracle provider. Join us on Discord https://t.co/kEL5kK5wuf,5776,94
1680237404710420480,Interested.fyi,interestedfyi,2023-07-15T15:26:41.000Z,Effortlessly express interest and refer friends to open opportunities with our bounty system dedicated to accelerating the hiring process.,121,3
951329744804392960,Solana,solana,2018-01-11T05:47:40.000Z,"Solana is a blockchain built for mass adoption ◎ Fast, composable, green, and globally distributed. Twitter by @SolanaFndn",2619198,12527
1307002014921101313,FLAMINGO 🦩,FLAMINGODAO,2020-09-18T17:02:29.000Z,"A flamboyance of collectors, curators, and artists est. October 2020. 
Collecting artifacts from 2018 to present.",51072,1059
1697529527277150208,Documenting Bitcoin Rollups 📄,BitcoinRollups,2023-09-01T08:39:27.000Z,Documenting the development of validity rollups on #Bitcoin,1524,58
930478391119056897,Barron,bjeter11,2017-11-14T16:51:50.000Z,,179,10
1091391900089749504,Certora,CertoraInc,2019-02-01T17:44:40.000Z,Industry-leading smart contract audits & formal verification tools for DeFi protocols.,7184,163
15647676,Homeland Security,DHSgov,2008-07-29T16:32:34.000Z,"With honor and integrity, we will safeguard the American people, our homeland, and our values. #WeAreDHS, led by @SecMayorkas and @DHS_DepSec.",2322210,12518
15450996,Cato Institute,CatoInstitute,2008-07-16T05:46:16.000Z,"A public policy research organization dedicated to individual liberty, limited government, free markets, and peace.",365935,8362
1601949018787037186,dark3web.eth 🦇🔊,dark3web1,2022-12-11T14:36:54.000Z,"Crypto OG ▪️ AI enthusiast ▪️ Cyberpunk admirer ▪️ NFT investigator 

Breaking down complex tech with simple words.

Author of #LifeThroughAIEyes 

🌑3🕸️",6374,47
1720046887,Ilya Sutskever,ilyasut,2013-09-01T19:32:15.000Z,towards a plurality of humanity loving AGIs @openai,370558,4898
1768441802544316416,Azos Finance,AzosFinance,2024-03-15T00:59:23.000Z,Impact Starts with Azos,66,2
3780173000,Fenbushi Capital,fenbushi,2015-10-04T10:39:06.000Z,Building the Web 3.0 ecosystem,21729,694
1182327328061497344,6MV,6thManVentures,2019-10-10T16:09:49.000Z,Early stage crypto VC firm investing in web3 applications & infrastructure // @mdudas @sergekass @aaronmkern @carlkvogel @mustafakqazi,12220,350
1497173843538067458,miszke.eth 💗,miszke_eth,2022-02-25T11:37:34.000Z,/miʃke/ dev @l2beat,149,2
3956099421,#Consensus2024,consensus2024,2015-10-14T13:25:55.000Z,"Join us in Austin May 29-31, 2024, for #Consensus2024 by @CoinDesk — the largest event covering all sides of crypto and Web3. https://t.co/SicSjxPXt3",29194,279
1421343920542257163,13yr old with a credit card,13yroldwithcc,2021-07-31T05:36:40.000Z,Proud Dad and Proud Packers Fan/Owner💚💛🧀🧀 #GoPackGo,33242,348
898207705231392773,Gym Bears,TheGymBears,2017-08-17T15:39:39.000Z,Embarking on a fitness journey to conquer new heights. Join us as we chase our gym goals and embrace a healthier lifestyle.,14313,77
1448117652707332102,NewLimit,newlimit,2021-10-13T02:46:07.000Z,Working toward radical extension of human healthspan using epigenetic reprogramming.,8070,89
1457801460666744835,Archetype,archetypevc,2021-11-08T20:05:56.000Z,early stage crypto fund accelerating the decentralized future,5794,148
583248303,joshrudolf.eth,rudolf6_,2012-05-17T21:35:03.000Z,"r&d @Ethereum Foundation // prev: @slackhq, @intel",982,33
2408321,Rye,rye,2007-03-27T05:21:25.000Z,Earn by selling anything from the internet in your app. No inventory needed.,4340,78
1775901004438843392,corn,welikethecorn,2024-04-04T14:59:57.000Z,WE LIKE THE CORN,159,5
15292505,raghav,rargulati,2008-07-01T22:12:14.000Z,"ceo @coinlist. Previously consumer social, protocol dev, math. Backing Builders. Tech’s Dionysus.",5771,125
883431331098759169,Multicoin Capital,multicoincap,2017-07-07T21:03:37.000Z,"Thesis-driven investment firm that invests in tokens and blockchain companies. 

***This account does not tweet and never has.***",64199,2045
1430181533198036996,MonkeDAO🍌,MonkeDAO,2021-08-24T14:53:53.000Z,"Reject Humanity, Return to Monke. Solana's first community-owned & operated NFT DAO. Exclusive to @SolanaMBS owners. 🐵🍌 https://t.co/VzlfZbyRSz",78851,649
14879002,Jesse Pujji,jspujji,2008-05-23T07:49:31.000Z,Tweets about building ambitious bootstrapped companies. Exited @ampush. Now building a $1B+ bootstrapped venture studio @GatewayX,175435,2501
17136315,Shopify,Shopify,2008-11-03T18:33:14.000Z,The entrepreneurship company,427443,3954
130266161,Spreek,spreekaway,2010-04-06T20:32:25.000Z,This twitter account is known to the state of California to cause systemic risk.,33418,659
35306978,Broad Institute,broadinstitute,2009-04-25T20:50:27.000Z,"A unique, collaborative community pioneering a new model of biomedical science",97442,1291
1648782912,Earn.com,earndotcom,2013-08-05T22:19:36.000Z,Get paid Bitcoin for replying to emails and completing tasks.,30420,0
1504922090989924352,STIX,stix_co,2022-03-18T20:46:11.000Z,The leading OTC trading platform providing liquidity solutions for private crypto assets.,1591,22
186028018,Péter Szilágyi (karalabe.eth),peter_szilagyi,2010-09-02T12:23:14.000Z,Team lead @ethereum,65794,1172
1493487411266949123,EthStorage,EthStorage,2022-02-15T07:30:26.000Z,"🌟A modular and decentralized storage Layer 2 that offers programmable key-value storage
🌟long-term DA solution for Rollups
🌟Received 2 grants from ESP",78164,152
1745536711663202305,BorpaToken,BorpaTokencom,2024-01-11T20:02:55.000Z,The Next Generation Memetoken | Incubated by @EntangleFi,111975,133
7713202,John Boehner,SpeakerBoehner,2007-07-25T14:42:33.000Z,Official Twitter account for former U.S. House Speaker John Boehner (R-OH),1259726,9768
14710235,Neeraj K. Agrawal,NeerajKA,2008-05-09T05:38:26.000Z,comms @coincenter—the cryptocurrency policy think tank | neeraj@coincenter.org | food account/retirement pasture: @neerajkafood,155225,2932
173051972,Mayur Chougule,_mayurc,2010-07-31T08:28:07.000Z,building @vistaralabs | ex @McKinsey,1211,18
969781380325363712,Eshita,eshita,2018-03-03T03:47:53.000Z,"strategy @astriaorg, prev: @messaricrypto",21157,398
47712719,Kunal Goel,kunalgoel,2009-06-16T19:08:34.000Z,Research @MessariCrypto | Views are my own and never financial advice,6720,177
1428215617891422212,K Kulkarni,ks_kulk,2021-08-19T04:42:29.000Z,"Ph.D. student @berkeley_eecs. Research @gauntlet_xyz. Geometry, dynamics, markets & intelligence.",3613,54
1183940649260847105,Variant,variantfund,2019-10-15T03:00:28.000Z,First-check crypto venture capital firm investing in an internet that turns users into owners.,42835,1302
1519271812152303619,Web3Chennai,Web3Chennai,2022-04-27T11:06:53.000Z,Expanding the Web3 ecosystem in Chennai 🚀 Would Collab with anyone who are interested in doing a Meetup here 🥳 Everything we do is always open to all & free ✌,2070,4
1586321159745720321,Mocaverse💼🪐,MocaverseNFT,2022-10-29T11:39:35.000Z,"Building the largest on-chain cultural economy via a network layer of Account, Identity, Reputation & PointFi, seeded by @animocabrands & powered by $MOCA",597779,439
1473735004945621014,Polkachu Intern,polkachu_intern,2021-12-22T19:20:50.000Z,Polkachu Intern (Senior). Regular tweets dictated by @polka_chu; meme/mean tweets mine,3287,51
1400251438970728448,niju_h,niju_h,2021-06-03T00:42:23.000Z,"Founder at @yale | $75,000 raised | #visionOS developer building XR ideas with spatial computing ᯅ",155,4
265758342,YQ 🦦🦇🔊🥩🥩,jiayaoqi,2011-03-14T03:09:10.000Z,"restake/acc https://t.co/d8fCmiYo4N, shared security with restaked rollups. https://t.co/pj3bo75iij, https://t.co/0vVOb8y8a9, https://t.co/zrs6AVQBJb.",84721,156
1375601751013793797,Layergg,layerggofficial,2021-03-27T00:13:22.000Z,"Intuitive metrics(VC, Exchange, etc) | The deepest research in Market Trend/Project",101730,1650
1551034599181996033,Sora Ventures,sora_ventures,2022-07-24T02:40:55.000Z,Sora Ventures is an Asia-based investment firm focused on blockchain technology and digital currencies.,9253,70
1698279757702455296,Blueprintsmb,blueprintsmb22,2023-09-03T10:20:51.000Z,Ex Wall Street / current owner of small manufacturing business via ETA.  Trying to learn and get better while making mistakes every day,1153,11
1198978207,Finance Maven,MavenFinance,2013-02-19T23:31:45.000Z,,0,0
1486225834109067267,Oculus 👉 Meta Quest,oculus,2022-01-26T06:34:44.000Z,Never fear. Quest is still here. We've moved to @MetaQuestVR,2734,18
1753146589462589440,Movement,movement_solana,2024-02-01T20:01:49.000Z,"The easiest way to trade memecoins. No web3 knowledge required. See what your friends are buying. 

Solana hackathon winner 2024 🎁",442,4
1534581807122853889,Conviction,w_conviction,2022-06-08T17:03:15.000Z,a early-stage venture capital firm purpose-built for Software 3.0 🔧,4569,87
1554854673827364864,Coinbase Ventures 🛡️,cbventures,2022-08-03T15:40:37.000Z,Supporting exceptional founders working to advance crypto & create more economic freedom for the world.,30393,658
1326250012423172096,Bluefin,bluefinapp,2020-11-10T19:47:55.000Z,"Decentralized perpetuals with blazing-fast settlement, backed by @Polychain, BH Digital, SIG, and Tower Research.

Discord: https://t.co/nSI5aNWUUh",81490,450
1433591306270298114,Chase,chasegm_,2021-09-03T00:43:11.000Z,"Building SVM blockchain network @moleculebtc
Previously @binancelabs @blackstone",8097,26
2956378446,paulgrewal.eth,iampaulgrewal,2015-01-02T18:40:40.000Z,"Chief Legal Officer @coinbase. I talk a little crypto, a lot of law, and way too much Ohio sports.",63385,677
1009463432100352001,Cassie Clifton 🇵🇷,bitcoincass,2018-06-20T15:50:11.000Z,Investoor @UTXOmgmt Fmr Bitcoin mining @GalaxyDigitalHQ @bitcoinmagazine Roll tide,1386,33
875019401707180032,Hack VC,hack_vc,2017-06-14T15:57:37.000Z,Hack VC is a web3 venture capital firm. We partner on- and off-chain with hackers building the future of the internet.,9704,173
246158437,Polychain,polychain,2011-02-02T07:38:49.000Z,,47242,793
19893224,Andrew Hill,andrewxhill,2009-02-02T04:33:38.000Z,"Co-founder at @textileio & @tableland__.

Find me hanging out in @tableland__, @developer_dao, @squiggledao, @Filecoin, and @g7_dao communities.",6562,306
1653753924736696320,bittensor,bittensor_,2023-05-03T13:30:48.000Z,"Internet-scale Machine Learning
Developed by @opentensor",23918,245
1285595507297931264,3匹の小蜘蛛,8Ovjfg8YRwM7qXz,2020-07-21T15:20:47.000Z,"趣味でイラストを描いている人。イラスト上達に向けてできる範囲で練習中(継続って難しい...)。女の子をよく描いてます。

skeb始めました→:https://t.co/w2poXhi66L",37965,217
1502701056,AvaLabs,AvaLabsOfficial,2013-06-11T12:30:34.000Z,The official Ava Labs account is now @AvaLabs.,0,0
14419372,Breville,Breville,2008-04-17T11:48:27.000Z,,129,2
1563915868672753665,BoDoggos,BoDoggosNFT,2022-08-28T15:46:19.000Z,"8702 Members of the Pack!

Solana NFT Project by @NiftyPortal & @EasyEatsBodega

Come hangout in The Bodega!
https://t.co/ckABNrUy25",47033,97
1585805423017267201,Nouns Atlas,NounsAtlas,2022-10-28T01:27:40.000Z,⌐◨-◨  The fastest way to navigate the Nouniverse - by @pbrianandj,199,1
612782611,Activision,Activision,2012-06-19T19:02:10.000Z,,2845850,4419
1318300831163305984,Red Beard Ventures,RedBeardVC,2020-10-19T21:20:02.000Z,Democratizing VC | Investors in @superrare @dapperlabs @genies @poapxyz @zed_run @robotireinc & more | Led by @drewaustin & @itselanagold,5429,125
1410540000920342529,moonsettler 🥪 CTV / LNHANCE 🔥!,4moonsettler,2021-07-01T10:06:15.000Z,"stubborn self-sovereign money maximalist and aspiring cypherpunk.

signaling for CTV / LNHANCE. dabbling in cryptography.",2447,46
1054101614041186304,Harvard Blockchain,HBSCryptoClub,2018-10-21T20:06:23.000Z,"The largest official student blockchain org at @harvard @HarvardHBS. Open for Conference (13-14 Apr 2024), Accelerator (app open), Research, Ambassador collab!",2538,45
1095957818866307072,👹 MolochDAO,MolochDAO,2019-02-14T08:08:00.000Z,"MolochDAO is focused on funding Ethereum development in the name of Moloch, the God of Coordination. 

Meditations on Moloch ➡https://t.co/wGnlik52Ke…",12134,412
2919463550,Galen Law-Kun,galenlawkun,2014-12-05T09:41:27.000Z,Investing @DoublePeakGroup & @buildatautonomy | prev. @PwC Crypto | galen.eth | ENTJ-A | Not investment advice,17924,70
483748673,Mindao,mindaoyang,2012-02-05T10:42:18.000Z,"Crypto for All | Perpetual Optimism| dForce @dforcenet | #investing, social movement, my opinion is mine (乱弹琴）",51502,1429
1067922662,Tarun | Copperx.io,TarunMangukiya,2013-01-07T09:54:09.000Z,"Co-founder @CopperxHQ 🚀 • Stirring up Web3 payments • 
Past: Co-founder @Iconscout (acq by @LottieFiles) • @developer_dao Advocate 🌟",4407,39
92156747,heidi,heidichristne,2009-11-24T00:32:12.000Z,"CMO & Community @pixels_online 👩🏼‍🌾  
Also known as Lemon Head 🍋",20398,30
291776660,HOKA,hoka,2011-05-02T16:03:47.000Z,Empowering everyone to feel like they can fly. A bold and unexpected approach to performance footwear and apparel. #FlyHumanFly,64223,582
2298684518,Sonder,SonderStays,2014-01-18T23:51:09.000Z,"Inspiring, award-winning design meets modern, mobile-first service. Welcome to the future of hospitality. Tag @sonderhelp for direct assistance.",8719,182
1739431473315299328,Tnut,Tnut152707,2023-12-25T23:42:41.000Z,"Burner for @Teeznutz11

For now, being used for receiving messages from people who need support and help

Will launch rugs from here soon",633,4
1518603763073916929,Optimism Governance,OptimismGov,2022-04-25T14:55:28.000Z,"The official Optimism Governance account.

Supported by the Optimism Grants Council: @OptimismGrants",29917,285
3291830170,Decentraland,decentraland,2015-05-20T19:12:01.000Z,"A virtual world for creators, owned by creators.",617182,4365
1450178393887158274,Bizantine Capital,BizCapMngt,2021-10-18T19:15:18.000Z,Not investment advice - https://t.co/M03QDsSzup,124,1
1281318152438198272,Chainlink Labs,chainlinklabs,2020-07-09T20:03:56.000Z,Building @Chainlink into the industry standard for powering the verifiable web. One of Newsweek’s 100 Most Loved Workplaces. We’re hiring: https://t.co/fV9HgJUvbi,8383,98
1480734239431671809,Java さま 🐈 🌸,javajrr,2022-01-11T02:52:13.000Z,♡ ct's resident catgirl ♡ i like to shitpost & sing ♡ exciting news coming 🔜,2009,15
2187513636,Catherine Daly,cat_uccino,2013-11-11T02:06:05.000Z,head of marketing @spaceandtimedb ✨ community builder. @safaryclub member. @boysclubworld girlie. texas ex. lowercase apologist. views are my own.,6331,8
1671728220616683520,Lita,lita_xyz,2023-06-22T03:55:47.000Z,"Building the fastest zk-VM.

Docs: https://t.co/TpzjsCaW8c. 

@valida_vm @LibertyHouse_1",2274,9
826894258384797700,Wally Adeyemo,wallyadeyemo,2017-02-01T20:45:28.000Z,"Deputy Treasury Secretary. First Chief of Staff of the CFPB, former NEC Deputy Director, & Deputy NSA. Fan of Barack Obama, Joe Biden, Kamala Harris",36446,349
1348180710,Zack,ZackPokorny_,2013-04-13T02:40:49.000Z,Disruptor of things | Research + On-Chain @galaxyhq | Disclaimer: https://t.co/iaF5qrPJw8,566,11
1584480975186075649,Cambria,playcambria,2022-10-24T09:44:42.000Z,"We're building a Runescape-inspired game with onchain stakes.  Gold Rush coming in Q2 2024.    

DUEL ARENA 🎮 https://t.co/lhQfYKlPyH  @playdegenarena",17490,138
20869611,Ismail Maiyegun,maiyegun,2009-02-14T20:32:03.000Z,CEO @bigwolfgames | Studio and platform for web2.5 and web3 games powered by Original & Licensed IP. Ex: Hingeto (YC W16. Acquired). Stanford EE.,36013,62
1451962257441636352,Salex,0xSalex,2021-10-23T17:23:54.000Z,@swellnetworkio | views are my own nfa dyor | Built & Audited Down Unda | @salex on farcaster,807,11
1525092605519863809,Risk DAO,Risk_DAO,2022-05-13T12:36:52.000Z,"Providing research and risk assessments for DeFi lending protocols. 

Bad Debt Dashboard: https://t.co/BouIkuiqlp

Contact: https://t.co/pd5egcwzLP",3222,82
1522892601766125568,Unity Ventures,UnityVenturesVC,2022-05-07T10:54:30.000Z,Venture Capital Firm. Cultivating the future of finance through pioneering VC visionaries. Powered by @UnityAcademyInc,5160,2
1309423401929449472,Proof of Humanity,proofofhumanity,2020-09-25T09:24:15.000Z,Sybil-resistant registry of Humans using social verification + @Kleros_io courts.,32207,319
1465764021697597440,fractal,fractalwagmi,2021-11-30T19:26:54.000Z,"🎮 Play your favorite games to win your favorite rewards 
🌟Developed by Twitch cofounder @justinkan
🕹️ World’s first digital arcade experience",68022,543
778764142412984320,Hugging Face,huggingface,2016-09-22T01:13:35.000Z,"The AI community building the future. https://t.co/VkRPD0VKaZ
#BlackLivesMatter #stopasianhate",348677,5156
1656375013925179408,Downstream,DownstreamGame,2023-05-10T19:06:17.000Z,"Help a super intelligent AI rebuild after an unfortunate accident. The world's first Post Singularity Civilisation Simulator, by @PlaymintUK",1023,27
1476696261222936577,Milk Road,MilkRoadDaily,2021-12-30T23:26:54.000Z,"Daily crypto newsletter with 290,000+ readers. Get smarter about crypto in 5 minutes | Milk Road Radio: https://t.co/WvuPrijtUB",56185,671
1286936072,Avalanche Gaming 🔺,GamingOnAvax,2013-03-21T20:49:43.000Z,Official gaming account for @avax 🎮 | Creating a seamless player experience through personalized gaming blockchains.,55197,421
1689346699548905473,Bando,BandoCool,2023-08-09T18:44:00.000Z,Intercambia entre MXN y cripto en un SPEI 😎,486,5
84281104,Credit Suisse,CreditSuisse,2009-10-22T09:05:38.000Z,"Credit Suisse is now part of UBS Group AG.
Please visit @UBS for the latest from the combined group.",382192,2694
1221664700515131392,anything.io,AnythingIo,2020-01-27T05:24:14.000Z,Everything about https://t.co/SAKuU65Rwe — Every Image forever searchable,98,0
1566255785260175361,Eric,ecent18,2022-09-04T02:44:19.000Z,,479,7
1098266357945249795,Miami Beach Mayor Steven Meiner,StevenMeiner,2019-02-20T17:01:19.000Z,,937,10
24780026,DXPE DILLA,DXPEDILLA,2009-03-16T22:04:26.000Z,###000 🪐👹 Red Angel • 🩶🩸*,3742,11
